STOP_ID_ANONY,STOP_FRISK_DATE,STOP_FRISK_TIME,MONTH2,DAY2,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME,STOP_ID_ANONY-2,SUSPECTED_CRIME_DESCRIPTION,SUSPECT_ARRESTED_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,STOP_ID_ANONY-1,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR
5692,5/9/2019,22:05:00,May,Thursday,,,,49,C,2709 WALLACE AVENUE,WALLACE AVENUE,1021740,254781,,PBBX,BRONX,5692,OTHER,1,0,1,0,0,0,0,0,0,0,5692,POF,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),Y,26,MALE,BLACK HISPANIC,5.2,140,MED,BRO,BLK
5693,5/13/2019,18:21:00,May,Monday,I,,,49,B,2334 BOSTON ROAD,BOSTON ROAD,1021008,252723,,PBBX,BRONX,5693,PETIT LARCENY,1,0,1,1,1,1,0,0,0,0,5693,POF,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),Y,21,MALE,WHITE,5.5,120,THN,BRO,BRO
5694,5/16/2019,07:49:00,May,Thursday,O,P,PSB,49,B,EASTCHESTER ROAD && ASTOR AVENUE,EASTCHESTER ROAD,1027678,252456,,PBBX,BRONX,5694,PETIT LARCENY,1,0,0,0,0,0,0,0,0,0,5694,POM,49,SGT,49,1,0,0,0,0,0,0,0,0,0,Y,Y,22,MALE,BLACK,5.9,175,MED,BRO,BLK
5695,5/23/2019,19:02:00,May,Thursday,,,,49,B,2326 HOLLAND AVENUE,HOLLAND AVENUE,1021439,252689,,PBBX,BRONX,5695,CPW,0,1,0,0,1,0,0,0,0,0,5695,POM,49,LT,49,0,0,1,0,0,0,1,0,0,0,(null),Y,23,MALE,BLACK HISPANIC,5.8,150,MED,BRO,BLK
5696,5/30/2019,16:10:00,May,Thursday,O,,,49,C,EAST GUN HILL ROAD && HERING AVENUE,EAST GUN HILL ROAD,1024745,257470,,PBBX,BRONX,5696,PETIT LARCENY,0,0,0,0,0,0,0,0,0,0,5696,POM,49,LT,49,0,0,1,1,0,0,1,0,0,0,(null),Y,,MALE,BLACK,5.9,210,THN,BRO,BLK
5697,6/8/2019,21:38:00,June,Saturday,O,H,Housing,49,B,810 ASTOR AVENUE,ASTOR AVENUE,1022052,252491,,PBBX,BRONX,5697,CPW,0,0,0,0,0,0,0,0,0,0,5697,POM,49,SGT,49,0,0,1,1,0,0,1,0,0,0,(null),Y,18,MALE,WHITE HISPANIC,5.8,140,THN,BRO,BRO
5698,6/11/2019,01:10:00,June,Tuesday,O,P,PSB,49,B,2334 BOSTON ROAD,BOSTON ROAD,1021008,252723,,PBBX,BRONX,5698,CPW,0,0,1,1,1,0,0,0,0,0,5698,POM,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),(null),21,FEMALE,BLACK,5.4,125,THN,BRO,BLK
5699,6/11/2019,00:15:00,June,Tuesday,O,P,PSB,49,B,CRUGER AVENUE && ASTOR AVENUE,CRUGER AVENUE,1021171,252475,,PBBX,BRONX,5699,CPW,0,0,1,1,1,0,0,0,0,0,5699,POM,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),(null),20,FEMALE,BLACK,5.4,125,THN,BRO,BLK
5700,6/12/2019,06:41:00,June,Wednesday,,P,PSB,49,A,MORRIS PARK AVENUE && HAIGHT AVENUE,MORRIS PARK AVENUE,1024906,248825,,PBBX,BRONX,5700,PETIT LARCENY,1,0,0,0,0,0,0,0,0,0,5700,POM,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),Y,50,MALE,BLACK,5.9,150,THN,BRO,BLK
5701,6/12/2019,06:41:00,June,Wednesday,,P,PSB,49,A,MORRIS PARK AVENUE && HAIGHT AVENUE,MORRIS PARK AVENUE,1024906,248825,,PBBX,BRONX,5701,PETIT LARCENY,1,0,0,0,0,0,0,0,0,0,5701,POM,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),Y,36,FEMALE,BLACK,5.8,145,THN,BRO,BRO
5702,6/11/2019,18:14:00,June,Tuesday,O,P,PSB,49,C,2511 CRUGER AVENUE,CRUGER AVENUE,1021201,253943,,PBBX,BRONX,5702,MENACING,1,1,1,0,0,0,0,0,1,1,5702,SGT,49,LT,49,1,0,0,0,0,1,1,0,0,0,(null),Y,26,MALE,BLACK,5.9,135,THN,BRO,BLK
5703,6/15/2019,19:24:00,June,Saturday,O,P,PSB,49,C,1056 ARNOW AVENUE,ARNOW AVENUE,1023702,255436,,PBBX,BRONX,5703,ASSAULT,0,0,0,0,0,0,0,0,0,0,5703,POM,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),Y,15,MALE,BLACK,6,145,THN,BRO,BLK
5704,6/16/2019,20:29:00,June,Sunday,O,,,49,C,2515 BOSTON ROAD,BOSTON ROAD,1021591,253940,,PBBX,BRONX,5704,PETIT LARCENY,0,0,0,0,0,0,0,0,0,0,5704,POM,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),Y,65,MALE,WHITE HISPANIC,5.7,190,MED,(null),WHI
5705,6/21/2019,15:27:00,June,Friday,O,P,PSB,49,C,2392 WOODHULL AVENUE,WOODHULL AVENUE,1028004,252852,,PBBX,BRONX,5705,PETIT LARCENY,1,0,0,0,0,0,0,0,0,0,5705,POM,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),Y,20,FEMALE,BLACK HISPANIC,5.3,185,HEA,BRO,ZZZ
5706,6/29/2019,23:01:00,June,Saturday,O,P,PSB,49,A,852 VANNEST AVENUE,VANNEST AVENUE,1022958,247155,,PBBX,BRONX,5706,ASSAULT,1,1,1,0,0,0,0,0,0,0,5706,POM,49,SGT,49,0,0,1,1,0,0,1,0,1,0,Y,(null),33,MALE,BLACK HISPANIC,5.7,150,THN,BLK,BLD
5707,7/2/2019,23:40:00,July,Tuesday,,,,49,B,2441 BARKER AVENUE,BARKER AVENUE,1020369,253425,,PBBX,BRONX,5707,CRIMINAL MISCHIEF,1,1,0,0,0,0,0,0,0,0,5707,POM,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),Y,20,MALE,BLACK,5.5,155,THN,BRO,XXX
5708,1/4/2019,07:12:00,January,Friday,S,T,Transit,49,C,EAST GUN HILL ROAD && SEXTON PLACE,EAST GUN HILL ROAD,1026729,256481,,PBBX,BRONX,5708,OTHER,0,1,1,1,1,0,0,1,0,1,5708,POF,865,LT,865,1,0,0,0,0,0,1,0,0,0,Y,(null),17,MALE,BLACK,5.7,200,HEA,BRO,BLK
5709,7/5/2019,00:54:00,July,Friday,S,T,Transit,49,A,WHITE PLAINS ROAD && SAGAMORE STREET,WHITE PLAINS ROAD,1020923,248579,,PBBX,BRONX,5709,PETIT LARCENY,1,0,0,0,0,0,0,0,0,0,5709,POM,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),(null),29,MALE,ASIAN / PACIFIC ISLANDER,5.7,160,THN,BLK,BLK
5711,7/7/2019,02:46:00,July,Sunday,I,P,PSB,49,A,678 SAGAMORE STREET,SAGAMORE STREET,1020727,248587,,PBBX,BRONX,5711,ASSAULT,0,0,0,0,0,0,0,0,0,0,5711,POM,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),Y,,MALE,WHITE HISPANIC,5.6,170,MED,ZZZ,BLK
5712,7/7/2019,02:46:00,July,Sunday,I,P,PSB,49,A,678 SAGAMORE STREET,SAGAMORE STREET,1020727,248587,,PBBX,BRONX,5712,ASSAULT,1,1,1,0,0,0,0,0,0,0,5712,POM,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),Y,27,MALE,BLACK HISPANIC,5.6,170,MED,BRO,BLK
5714,7/12/2019,08:23:00,July,Friday,,,,49,B,LYDIG AVENUE && CRUGER AVENUE,LYDIG AVENUE,1021128,250615,,PBBX,BRONX,5714,PETIT LARCENY,1,0,0,0,0,0,0,0,0,0,5714,POM,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),Y,49,MALE,WHITE HISPANIC,5.9,160,THN,BRO,BRO
5715,6/29/2019,00:37:00,June,Saturday,O,P,PSB,49,A,1916 WILLIAMSBRIDGE ROAD,WILLIAMSBRIDGE ROAD,1024838,250002,,PBBX,BRONX,5715,PETIT LARCENY,1,0,0,0,0,0,0,0,0,0,5715,POM,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),Y,39,MALE,WHITE HISPANIC,5.5,130,THN,BRO,BLK
5716,4/24/2019,10:32:00,April,Wednesday,O,P,PSB,49,B,BRADY AVENUE && WHITE PLAINS ROAD,BRADY AVENUE,1020831,249862,,PBBX,BRONX,5716,GRAND LARCENY,0,0,1,1,1,0,0,0,0,0,5716,POM,865,SGT,865,1,0,0,0,0,0,1,0,0,0,Y,(null),22,MALE,BLACK HISPANIC,5.8,165,MED,BRO,BLK
5717,7/13/2019,20:31:00,July,Saturday,,P,PSB,49,B,WHITE PLAINS ROAD && LYDIG AVENUE,WHITE PLAINS ROAD,1020848,250624,,PBBX,BRONX,5717,ASSAULT,1,1,0,0,0,0,0,0,0,0,5717,POF,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),Y,54,MALE,BLACK HISPANIC,6,195,MED,BRO,BLK
5718,7/23/2019,11:52:00,July,Tuesday,O,,,49,C,2542 WHITE PLAINS ROAD,WHITE PLAINS ROAD,1020929,254038,,PBBX,BRONX,5718,ASSAULT,1,1,0,0,0,0,0,0,0,0,5718,POM,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),Y,22,MALE,BLACK,5.7,150,THN,BRO,BLK
5719,7/4/2019,23:33:00,July,Thursday,O,,,49,A,MORRIS PARK AVENUE && MATTHEWS AVENUE,MORRIS PARK AVENUE,1022512,247579,,PBBX,BRONX,5719,ASSAULT,0,1,1,0,0,0,0,1,0,1,5719,SGT,49,LT,49,1,0,0,0,0,0,1,0,0,0,(null),Y,38,MALE,BLACK HISPANIC,6.1,215,MED,BRO,BLK
5720,8/5/2019,16:40:00,August,Monday,O,P,PSB,49,C,ALLERTON AVENUE && PAULDING AVENUE,ALLERTON AVENUE,1023340,254632,,PBBX,BRONX,5720,CPW,0,1,0,0,0,0,0,0,0,0,5720,POM,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),Y,40,MALE,WHITE,6.1,190,MED,ZZZ,SDY
5721,9/7/2019,10:33:00,September,Saturday,O,P,PSB,49,,BRONX PARK EAST && UNIONPORT ROAD,BRONX PARK EAST,1027434,251387,,PBBX,BRONX,5721,ASSAULT,0,0,0,0,0,0,0,0,0,0,5721,POM,411,SGT,411,1,0,0,0,0,0,1,0,0,0,(null),Y,28,MALE,BLACK,5.8,135,THN,BRO,BLK
5722,9/26/2019,09:16:00,September,Thursday,I,P,PSB,49,B,2314 HOLLAND AVENUE,HOLLAND AVENUE,1021437,252636,,PBBX,BRONX,5722,ASSAULT,1,1,1,0,1,1,0,0,0,0,5722,POM,49,SGT,49,1,0,0,0,0,0,0,0,0,0,(null),Y,18,MALE,BLACK,5.8,180,MED,BLK,BLK
5723,9/26/2019,09:14:00,September,Thursday,I,P,PSB,49,B,2314 HOLLAND AVENUE,HOLLAND AVENUE,1021437,252636,,PBBX,BRONX,5723,ASSAULT,1,1,1,0,0,0,0,0,0,0,5723,POM,49,SGT,49,1,0,0,0,0,0,0,0,0,0,(null),Y,16,MALE,BLACK,5.5,130,MED,BLK,BLK
5724,9/26/2019,09:10:00,September,Thursday,O,P,PSB,49,B,2275 CRUGER AVENUE,CRUGER AVENUE,1021163,252273,,PBBX,BRONX,5724,ASSAULT,0,1,0,0,0,0,0,0,0,0,5724,POM,49,SGT,49,1,0,0,0,0,0,0,0,0,0,(null),Y,14,MALE,BLACK,5.7,140,THN,BRO,BLK
5725,9/26/2019,09:14:00,September,Thursday,I,P,PSB,49,B,2314 HOLLAND AVENUE,HOLLAND AVENUE,1021437,252636,,PBBX,BRONX,5725,ASSAULT,1,1,1,0,0,0,0,0,0,0,5725,POM,49,SGT,49,1,0,0,0,0,0,0,0,0,0,(null),Y,15,MALE,BLACK,5.9,250,HEA,BLK,BLK
5726,9/26/2019,09:10:00,September,Thursday,O,P,PSB,49,B,2275 CRUGER AVENUE,CRUGER AVENUE,1021163,252273,,PBBX,BRONX,5726,ASSAULT,0,1,0,0,0,0,0,0,0,0,5726,POM,49,SGT,49,1,0,0,0,0,0,0,0,0,0,(null),Y,18,MALE,BLACK HISPANIC,5.11,160,THN,BRO,BLK
5727,9/26/2019,09:10:00,September,Thursday,O,P,PSB,49,B,2275 CRUGER AVENUE,CRUGER AVENUE,1021163,252273,,PBBX,BRONX,5727,ASSAULT,0,1,0,0,0,0,0,0,0,0,5727,POM,49,SGT,49,1,0,0,0,0,0,0,0,0,0,(null),Y,18,MALE,BLACK HISPANIC,6,165,THN,BRO,BLK
5728,9/26/2019,09:14:00,September,Thursday,I,P,PSB,49,B,2314 HOLLAND AVENUE,HOLLAND AVENUE,1021437,252636,,PBBX,BRONX,5728,ASSAULT,1,1,1,0,0,0,0,0,0,0,5728,POM,49,SGT,49,1,0,0,0,0,0,0,0,0,0,(null),Y,16,MALE,BLACK,6,180,MED,BLK,BLK
5729,9/26/2019,09:14:00,September,Thursday,I,P,PSB,49,B,2314 HOLLAND AVENUE,HOLLAND AVENUE,1021437,252636,,PBBX,BRONX,5729,ASSAULT,1,1,1,0,0,0,0,0,0,0,5729,POM,49,SGT,49,1,0,0,0,0,0,0,0,0,0,(null),Y,18,MALE,BLACK,5.11,130,MED,BLK,BLK
5730,10/4/2019,18:47:00,October,Friday,O,,,49,C,2915 BOUCK AVENUE,BOUCK AVENUE,1025737,255560,,PBBX,BRONX,5730,CPW,0,1,0,1,1,0,0,0,0,0,5730,POM,49,LT,49,1,0,0,0,0,1,0,0,0,0,(null),(null),20,MALE,BLACK,5.11,170,THN,BLK,BLK
5731,10/4/2019,18:47:00,October,Friday,O,,,49,C,2915 BOUCK AVENUE,BOUCK AVENUE,1025737,255560,,PBBX,BRONX,5731,CPW,0,1,0,1,1,0,0,0,0,0,5731,POM,49,LT,49,1,0,0,0,0,1,0,0,0,0,(null),(null),20,MALE,WHITE HISPANIC,5.8,200,HEA,BLK,BLK
5732,10/4/2019,19:48:00,October,Friday,O,,,49,C,2915 BOUCK AVENUE,BOUCK AVENUE,1025737,255560,,PBBX,BRONX,5732,CPW,0,1,0,1,1,0,0,0,0,0,5732,POM,49,LT,49,1,0,0,0,0,1,0,0,0,0,(null),(null),20,MALE,BLACK,5.9,180,MED,BLK,XXX
5733,10/4/2019,18:48:00,October,Friday,O,,,49,C,2915 BOUCK AVENUE,BOUCK AVENUE,1025737,255560,,PBBX,BRONX,5733,CPW,0,1,1,1,1,1,0,0,1,1,5733,POM,49,LT,49,1,0,0,0,0,1,0,0,0,0,(null),(null),20,MALE,WHITE HISPANIC,5.6,140,THN,BRO,BLK
5735,10/4/2019,23:35:00,October,Friday,O,P,PSB,49,C,2940 TENBROECK AVENUE,TENBROECK AVENUE,1024968,255699,,PBBX,BRONX,5735,ROBBERY,1,1,0,0,0,0,0,0,0,0,5735,POM,49,LT,49,1,0,0,0,0,0,1,0,0,0,(null),Y,17,MALE,BLACK,5.7,150,THN,BRO,BLK
5736,10/1/2019,22:36:00,October,Tuesday,O,P,PSB,49,B,BRONXWOOD AVENUE && WARING AVENUE,BRONXWOOD AVENUE,1022503,253081,,PBBX,BRONX,5736,ROBBERY,0,0,0,0,0,0,0,0,0,0,5736,POM,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),Y,21,MALE,BLACK HISPANIC,5.5,140,THN,BRO,BLK
5737,10/10/2019,20:50:00,October,Thursday,O,P,PSB,49,C,3020 BOUCK AVENUE,BOUCK AVENUE,1025754,256255,,PBBX,BRONX,5737,ASSAULT,1,1,1,0,0,0,0,0,0,0,5737,SGT,49,LT,49,0,0,1,1,0,0,1,0,0,0,Y,Y,37,MALE,BLACK,5.11,195,MED,BRO,BLK
5738,10/13/2019,15:05:00,October,Sunday,,P,PSB,49,B,MACE AVENUE && YOUNG AVENUE,MACE AVENUE,1026238,253676,,PBBX,BRONX,5738,ROBBERY,0,0,0,0,0,0,0,0,0,0,5738,POF,49,LT,49,1,0,0,0,0,0,0,0,0,0,Y,(null),14,MALE,(null),5.4,120,THN,BRO,BLK
5739,10/24/2019,15:21:00,October,Thursday,O,,,49,C,2563 WHITE PLAINS ROAD,WHITE PLAINS ROAD,1020924,254095,,PBBX,BRONX,5739,PETIT LARCENY,1,0,0,0,0,0,0,0,0,0,5739,POM,49,SGT,49,1,0,0,0,0,0,0,0,0,0,Y,(null),32,FEMALE,BLACK,5.6,165,XXX,BRO,BLK
5740,10/24/2019,15:21:00,October,Thursday,O,,,49,C,2563 WHITE PLAINS ROAD,WHITE PLAINS ROAD,1020924,254095,,PBBX,BRONX,5740,PETIT LARCENY,0,0,0,0,0,0,0,0,0,0,5740,POM,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),(null),29,MALE,BLACK,5.6,170,XXX,BRO,BLK
5741,11/3/2019,12:43:00,November,Sunday,O,P,PSB,49,C,2851 BARKER AVENUE,BARKER AVENUE,1020423,255276,,PBBX,BRONX,5741,GRAND LARCENY AUTO,0,1,0,0,0,0,0,0,0,0,5741,POM,49,LT,49,1,0,0,0,0,0,0,0,0,0,Y,Y,20,MALE,BLACK,5.9,160,MED,BRO,BLK
5742,8/23/2019,20:15:00,August,Friday,O,,,49,B,2123 WALLACE AVENUE,WALLACE AVENUE,1021639,250356,,PBBX,BRONX,5742,CPW,1,1,0,0,0,1,0,0,0,0,5742,POM,49,SGT,49,1,0,0,0,0,1,0,0,0,0,(null),(null),20,MALE,BLACK,5.7,120,MED,BRO,BLK
5743,11/2/2019,23:58:00,November,Saturday,,,,49,C,BRONX PARK EAST && ADEE AVENUE,BRONX PARK EAST,1020056,256150,,PBBX,BRONX,5743,ASSAULT,1,1,1,0,0,0,0,0,0,0,5743,POM,49,SGT,49,0,0,1,1,0,0,1,0,0,0,(null),Y,38,MALE,BLACK,5.1,200,MED,BRO,BLK
5745,11/14/2019,18:40:00,November,Thursday,O,P,PSB,49,A,1852 AMETHYST STREET,AMETHYST STREET,1020707,247592,,PBBX,BRONX,5745,CPW,1,1,1,0,0,0,0,0,1,1,5745,POM,49,SGT,49,0,0,1,1,0,1,1,0,0,0,(null),Y,30,MALE,WHITE HISPANIC,5.7,220,MED,BRO,BLK
5746,11/22/2019,01:20:00,November,Friday,O,P,PSB,49,C,WHITE PLAINS ROAD && ALLERTON AVENUE,WHITE PLAINS ROAD,1020937,254605,,PBBX,BRONX,5746,PETIT LARCENY,0,1,0,0,0,0,0,0,0,0,5746,POM,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),(null),21,MALE,BLACK,5.9,140,THN,BRO,BLK
5747,11/22/2019,04:10:00,November,Friday,O,P,PSB,49,B,2181 BARNES AVENUE,BARNES AVENUE,1021918,251152,,PBBX,BRONX,5747,PETIT LARCENY,0,0,0,0,0,0,0,0,0,0,5747,POM,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),(null),16,MALE,BLACK,5.8,150,MED,ZZZ,BLK
5748,11/30/2019,13:57:00,November,Saturday,,,,49,B,2407 WHITE PLAINS ROAD,WHITE PLAINS ROAD,1020905,253248,,PBBX,BRONX,5748,PETIT LARCENY,1,0,1,0,0,1,0,0,0,0,5748,POM,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),(null),23,MALE,BLACK HISPANIC,5.9,185,MED,BRO,BLK
5750,12/6/2019,20:49:00,December,Friday,O,P,PSB,49,A,MORRIS PARK AVENUE && VICTOR STREET,MORRIS PARK AVENUE,1021082,247186,,PBBX,BRONX,5750,CPW,0,1,0,1,1,0,0,0,0,0,5750,POM,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),Y,34,MALE,BLACK HISPANIC,5.9,165,MED,BRO,BLK
5751,12/10/2019,04:45:00,December,Tuesday,O,P,PSB,49,A,2130 WILLIAMSBRIDGE ROAD,WILLIAMSBRIDGE ROAD,1024192,251169,,PBBX,BRONX,5751,PETIT LARCENY,1,0,1,0,0,0,0,0,0,0,5751,POM,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),(null),23,MALE,WHITE,6,140,THN,BRO,BRO
5752,12/10/2019,04:45:00,December,Tuesday,O,P,PSB,49,A,2130 WILLIAMSBRIDGE ROAD,WILLIAMSBRIDGE ROAD,1024192,251169,,PBBX,BRONX,5752,PETIT LARCENY,0,0,1,0,0,0,0,0,0,0,5752,POM,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),(null),33,MALE,WHITE,5.11,180,THN,BRO,BRO
5753,12/11/2019,09:36:00,December,Wednesday,O,P,PSB,49,B,WHITE PLAINS ROAD && MACE AVENUE,WHITE PLAINS ROAD,1020921,253797,,PBBX,BRONX,5753,PETIT LARCENY,1,0,0,0,0,0,0,0,0,0,5753,POM,49,SGT,49,1,0,0,0,0,0,1,0,0,0,(null),(null),50,MALE,BLACK,5.1,250,HEA,BRO,BLD
5754,12/12/2019,00:51:00,December,Thursday,O,P,PSB,49,B,BRADY AVENUE && MULINER AVENUE,BRADY AVENUE,1022410,249826,,PBBX,BRONX,5754,AUTO STRIPPIG,0,1,0,1,0,0,0,0,0,0,5754,POM,49,SGT,49,0,0,1,1,0,0,1,0,0,0,(null),Y,57,MALE,BLACK,5.7,165,THN,BRO,BLK
5755,12/23/2019,18:43:00,December,Monday,O,,,49,C,2522 BRONX PARK EAST,BRONX PARK EAST,1020086,253991,,PBBX,BRONX,5755,ROBBERY,0,1,1,0,0,0,0,0,0,0,5755,POM,47,SGT,47,1,0,0,0,0,0,1,0,0,0,Y,Y,16,MALE,BLACK,6,160,THN,BRO,BLK
5756,1/18/2019,18:55:00,January,Friday,I,P,PSB,50,B,5219 BROADWAY,BROADWAY,1009353,258067,,PBBX,BRONX,5756,CRIMINAL SALE OF MARIHUANA,1,0,0,0,1,0,0,0,0,0,5756,POM,50,SGT,50,1,0,0,0,0,0,1,0,0,0,(null),(null),23,MALE,BLACK HISPANIC,6.1,200,MED,BLK,BLK
5757,1/19/2019,10:25:00,January,Saturday,O,,,50,A,145 WEST KINGSBRIDGE ROAD,WEST KINGSBRIDGE ROAD,1010923,256058,,PBBX,BRONX,5757,ROBBERY,0,1,1,0,0,0,0,0,0,0,5757,SGT,52,SGT,52,1,0,0,0,0,0,1,0,0,0,(null),(null),45,MALE,BLACK HISPANIC,5.1,210,MED,BRO,GRY
5759,2/10/2019,05:28:00,February,Sunday,O,P,PSB,50,B,WEST KINGSBRIDGE ROAD && BAILEY AVENUE,WEST KINGSBRIDGE ROAD,1010326,257400,,PBBX,BRONX,5759,ASSAULT,0,1,0,0,0,0,0,0,0,0,5759,POM,136,SGT,136,1,0,0,0,0,0,1,0,0,0,(null),Y,25,MALE,WHITE HISPANIC,6,180,THN,BRO,BRO
5760,2/10/2019,05:28:00,February,Sunday,O,P,PSB,50,B,EXTERIOR STREET && WEST 225 STREET,EXTERIOR STREET,1010053,257493,,PBBX,BRONX,5760,ASSAULT,0,1,0,0,0,0,0,0,0,0,5760,POM,136,SGT,136,1,0,0,0,0,0,1,0,0,0,(null),Y,31,MALE,WHITE HISPANIC,5.11,175,MED,BRO,BLK
5761,2/14/2019,21:55:00,February,Thursday,O,,,50,A,3353 FORT INDEPENDENCE STREET,FORT INDEPENDENCE STREET,1012052,259739,,PBBX,BRONX,5761,ROBBERY,0,1,0,0,0,0,0,0,0,0,5761,POM,50,SGT,50,0,0,1,0,0,0,1,0,0,0,(null),Y,20,MALE,BLACK HISPANIC,5.1,175,MED,BRO,BRO
5762,2/14/2019,21:55:00,February,Thursday,,,,50,A,3353 FORT INDEPENDENCE STREET,FORT INDEPENDENCE STREET,1012052,259739,,PBBX,BRONX,5762,ROBBERY,0,1,0,0,0,0,0,0,0,0,5762,POM,50,SGT,50,0,0,0,1,0,0,1,0,0,0,(null),Y,19,MALE,BLACK HISPANIC,5.4,170,MED,BRO,BRO
5763,2/18/2019,18:40:00,February,Monday,O,P,PSB,50,A,WEST 238 STREET && BAILEY AVENUE,WEST 238 STREET,1012464,261372,,PBBX,BRONX,5763,CPW,0,1,0,1,1,0,0,0,0,0,5763,POM,50,SGT,40,1,0,0,0,0,0,1,0,0,0,(null),Y,45,MALE,WHITE HISPANIC,5.7,175,THN,BRO,BLK
5764,2/27/2019,01:00:00,February,Wednesday,,P,PSB,50,C,5816 MOSHOLU AVENUE,MOSHOLU AVENUE,1012833,268881,,PBBX,BRONX,5764,GRAND LARCENY AUTO,0,0,0,0,0,0,0,0,0,0,5764,POM,50,SGT,50,1,0,0,0,0,0,1,0,0,0,(null),(null),27,MALE,WHITE HISPANIC,5.8,200,MED,BRO,BRO
5765,2/27/2019,21:50:00,February,Wednesday,I,P,PSB,50,B,5564 BROADWAY,BROADWAY,1010502,259356,,PBBX,BRONX,5765,PETIT LARCENY,0,1,0,0,0,0,0,0,0,0,5765,POM,50,SGT,40,1,0,0,0,0,0,1,0,0,0,(null),(null),40,MALE,BLACK HISPANIC,5.5,140,THN,BRO,XXX
5766,3/17/2019,01:08:00,March,Sunday,O,,,50,B,GODWIN TERRACE && KIMBERLY PLACE,GODWIN TERRACE,1010051,259219,,PBBX,BRONX,5766,ROBBERY,1,0,1,0,0,0,0,0,0,0,5766,POM,50,SGT,50,0,0,1,1,0,0,1,0,0,0,(null),Y,25,MALE,WHITE HISPANIC,5.4,150,THN,BRO,BLK
5767,3/20/2019,20:22:00,March,Wednesday,O,P,PSB,50,B,241 WEST 231 STREET,WEST 231 STREET,1010187,259766,,PBBX,BRONX,5767,CPW,0,1,0,0,1,0,0,0,0,0,5767,POM,50,SGT,50,0,0,1,1,0,1,0,0,0,0,Y,(null),24,MALE,WHITE HISPANIC,5.6,140,MED,BRO,BRO
